text,expected,predicted
"Читал первую книгу лет 20 назад, понравилась очень. Пошел искать продолжение...
",0.0,0.0
"Это так не работает. Фаза и батарея должны быть.
",0.0,0.0
"Правило деньги следуют за учеником в пределе означает, что каждый ученик - самоценность, даже если монстр во плоти. Ученик - это зарплаты, ремонты и оборудование. Если ученик уходит из школы, его со слезами не отпускают. Плюс никто не заинтересован мутить воду и выносить сор из избы. Закрывают глаза и терпят.
",0.0,0.0
"Поясните, что смотреть на ютубе и как, чтобы не зря тратить время смотря всякую рандомную хуйню а как-то развиваться
",0.0,0.0
"Сильный кроп, пикселизацию уже видно...
",0.0,0.0
"Да, на Rust е ЯП были примеры задач по этому тупому примеру.",1.0,0.0
"Офигеть, проект Ушакова вспомнили )
",0.0,1.0
"Что-то ты чутка зажралась, нет? Или это ты шутишь так?
",1.0,1.0
"У меня жена большая любительница. Году наверное в 2005 купил КПК, и защитная пленка на экране не прожила и одного дня.
",0.0,0.0
"За строгое расписание я готов простить трамваю даже отсутствие крыши зимой в дождь
",0.0,0.0
"блин( твоя правда, заблочу её
",0.0,0.0
"Блогеры живущие в Китае говорят что там они регулярно нажираются просто до свинского состояния. Валяются в канавах с водой. И это про южный регион Китая.
",0.0,0.0
"Эдвард Билл вас в жопу бил? Ыыыыы мазафакка сука
",1.0,1.0
"Даже эдик интеллигент на фоне этого отталкивающего имбецила дрожжина. Кстати ведь это двач быдлобилля и зафорсил. Помню эти треды, которые на половину из истерик украинских поцреотиков состояли.
",1.0,0.0
"По странному стечению обстоятельств такую операцию с латинским названием Sinus pilonidalis прошёл я, мой брат и его жена. В моей стране все это делается куда проще: клизма в принципе не существует (в России практически в каждом отделении в больнице есть клизменная), никакая спинальная (эпидуральная) анестезия, только локальная, на третий день выписка. Каких там 11 дней госпитализации, когда даже после АКШ на восьмой день выписка.
",0.0,0.0
"Я не про закон. Кроме закона есть методы, не включающие насилие. Например дискредитировать при помощи cgi. Или слить ему инфу по закладке, а копам инфу про мальчугана. Или спровоцировать конфликт с другим несовершеннолетним, который окажется боксером без особых примет. Или облить нечаянно парня из ведра с говном, извиниться и быстро свалить. Ненасильственные методы.",0.0,0.0
"Да про этих узкоглазых ебел куча
",1.0,1.0
"Апельсин действительно хуета. Я когда смотрел все ждал когда же интересное начнется (не зря же такие рейтинги) и тут титры пошли. А вот клуб более-менее затягивает.
",0.0,0.0
"Животные ростят животных
",1.0,1.0
"90 не будет этим заниматься. Хохлов отрезают от базы знаний, блокировки, запрет физической литературы, издателй, всё это совмещено с запретом русского ирл, и это прекрасно. Ибо хохлам ничего взамен не предлагают, тк никто в салоине не занимается укромовным книгоизданием всерьез, а читать литературу на английском там могут в единицы.
",1.0,0.0
"Похоже на развод. Ну или как уже говорили выше: лимит по карте вычтут из возможной суммы по ипотеке, даже если на момент оформления ипотеки не рубля с кредитки не снимал.
",0.0,0.0
"Нахрена вы это всерьез обсуждаете?
",1.0,0.0
"Ну, если у него 500 р лишние...
",0.0,0.0
"устроил пыня Тупое безграмотное чмо , какую хуйню ты несёшь ? Лично пыня стоит и бутылки открывает на кассе? Если в твоей помойке так , то у меня и рядом этого нет. Пыня отвечает за внешнюю политику , Медведев за внутреннюю а чинуши в твоём хлеву за беспредел с продажей ночью. У тебя хуй не встанет это тоже пынька нашептал заговор ?
",1.0,1.0
"Порашные навальнобляди порвались, лол. Может быть когда-нибудь вы осознаете что всем похуй на мнение людей которые находятся на более низкой социальной ступени.
",1.0,0.0
"Нарушение данного пункта правил: Попрошайничество: выпрашивание денег, сбор денежных средств;
",0.0,0.0
"разве это навоз? тогда одной вонью чуть с ног не сбило.
",1.0,0.0
"Это же обычный трамвай на шинах. Метробус на мой взгляд удобней
",0.0,0.0
"К нам как то Смысловые галлюцинации заезжали в Планетарий. Билеты достались на шару, взял знакомую. Так вот. Я отошёл в сторонку от танцпола, прислонился спиной к стене и стоял так, прикрыв глаза и наслаждался. Это не тот звук, что в наушниках или в машине. Это-то живая музыка. Открываю глаза- знакомая прыгает, танцует, радуется, а рядом куча народу с мобилами... Вот и приплыли, думаю...
",0.0,0.0
"Первая часть - это единственный приличный фильм франшизы.
",0.0,0.0
"Так и никто не будет его (факт) отражать. Зачем?
",0.0,0.0
"В этой жизни все скрепить можно гвоздями, некрасиво но надежно.
",0.0,0.0
"И оставить бумажку: хуй тебе в рот и твоей мамашке
",1.0,1.0
"Да мне по хуй на приличное общество!Я лично не вижу разницы между атеизмом и тем же православием!Тот же хуй только в другой руке!И не тебе мне говорить что писать мне,а что нет.Так что идите товарищь мимо! А то видите упоминание бога и все, начинается,стадо,что одни что другие
",1.0,1.0
"заработки были без работы даже небольшие, но были, плюс я устраивался в структуру",0.0,0.0
"В производственных помещениях обычно места больше, уже потому что расположено оно в гораздо более дешёвых для строительства районах. Но есть у воздуха одна проблема. Он сцуко шумный. Очень.
",0.0,0.0
"Ну, зато не фашисты. Хорошо же, что Гитлера победили. Слава вытиранам.
",1.0,0.0
"А когда они спариваются, можно увидеть фильм с Чарли Чаплином.
",0.0,0.0
"50 человек 33 машины это как? и вообще зачем делать инфографику для очевидных вещей?
",0.0,0.0
"Печально известный на всю Россию приморский школьник, снискавший славу инцидентом с унитазом, продолжает беспредел, сообщает DEITA.RU. А паренек-то борзый!",0.0,0.0
"Давай, я научился. Луддит. Теперь тебя можно ловить?
",1.0,1.0
"Глтовятся к поединку с Волан-де-Мортом.
",0.0,1.0
"За саать на тротуар ещё можно и денег стрясти, за помыв тротуара. Лакрица все таки говно, будто лекарство жрёшь как десерт.
",0.0,0.0
"Как это нет справочников? Стационарные телефоны как правило устанавливались очень давно, большинство еще в советское время. Тогда телефонные справочники были у каждого абонента. Можно поспрашивать у старожилов имеющих стационарные телефоны, они такие вещи никогда не выбрасывают.
",0.0,0.0
от жешь... живут же люди.,0.0,1.0
"Котлован знаю что такое, а фбс?) стенку такую же тонкую модно делать? Давление при при пучении же сильное и нет в ответку давление внутреннего грунта (подвал)
",0.0,0.0
"Вангую ответ: В Канаде ездят, и ничего, все живы.
",0.0,0.0
"хохлы со ссылкой на пропагандистское южнокорейское СМИ
",1.0,1.0
"Хм, хм. А кто заставлял Васю заводить детей в условные 20 лет? А не потратить часть своей жизни на саморазвитие, хотя бы в тех рамках, которые он может себе позволить? И соответственно, кто заставлял этого условного Васю брать ипотеку в свои 20 лет? Я понимаю, что часто люди зажаты в те финансовые рамки, которые им уготованы от рождения, но некоторая возможность выйти из них всегда есть.
",0.0,0.0
"А где почта то? Куда сиськи слать? Можно и кофе, но боюсь, ехать далековато придется
",0.0,0.0
"Если учесть что вагонка из лиственницы с ней ничего не будет,а насчёт фанеры.внутри она не до пола, там до середины помещения изнутри тоже вагонка.
",0.0,0.0
"Какой сайт? Ты сам то смотрел прежде чем писать? Там ссылки на видео в том же ютубе от лица адвоката.
",1.0,1.0
"Please Stand By Пожалуйста, ожидайте Очень милое кино, Дакота вновь шикарна. ТС, благодарю, интересная подборка.
",0.0,0.0
"У нас на базе во время практики был доктор с фамилией Перелома...
",0.0,0.0
"Спасибо за информацию)
",0.0,0.0
"В Москве тоже можно сходить за 150 и даже вечером. Те же 5 звёзд, как вариант.
",0.0,0.0
"По моему вариант заблокировать идеален. Человек и так карту протерял, поживёт пару дней пока новую не получит.
",0.0,0.0
"Лахтодебил, ты читать умеешь? Я же говорю жрёт дохуя, а не едет нихуя.
",1.0,1.0
"Блять, как ты доебал, мы уж поняли, что ты люто хейтишь нестеренко, настолько, что готов высирать целые простыни, даже не особо разбираясь в вопросе. Ну не является для нестерова ютуб основным занятием, как для какого-нибудь хованского. Есл бы ты следил за этой аутичной тусовочкой, знал бы что нестеров айтишник на удаленке.
",1.0,1.0
"Невнимательно читаешь. Я не называл его геем. Он своей игрой из гея сделал пидораса.
",1.0,1.0
"Не стоит загонять себя в рамки я не имею права . Когда дети вырастут, они будут ощущать чувство вины за то, что своим существованием мешали маме быть счастливой.",0.0,0.0
"Зато как хороша вокалистка!
",1.0,0.0
"...ха. Я курю только на работе. В выходные не курю. В отпуске - не курю. За 5 дней выкуриваю 2.5 пачки. Если больше - ухудшение сна, тошнота, головные боли, табачный перегар, запах дыма от одежды. 10 сигарет за 9 часов - более, чем достаточно.
",0.0,0.0
"Весь мир Прям смешно стало, свинявый
",1.0,0.0
"Очень часто жильцам многоквартирных домов приходится сталкиваться с проблемой чересчур шумных соседей. Когда решить вопрос мирным путем с просьбами и предупреждениями не получается, то в ход идет месть. Один из особенно эффективных способов мести, который один парень решил испробовать на своих соседях, постоянно достающих его посторонним шумом, вы найдете ниже. Чтобы проучить своих соседей, вам понадобится 10-литровая кастрюля, наполненная водой почти до краев и какой-либо источник звука, например обычные большие наушники. Кастрюлю с водой необходимо плотно прижать к потолку, для этого ее можно поместить на какую-то подставку, установленную на шкаф (сгодятся обычные книги). Наушники надеваем поверх кастрюли и включаем музыку. Соседям кажется, что кто-то очень громко включил музыку или телевизор, но когда они придут к вам, то, естественно, ничего не обнаружат. не мое, честно взято с интернета)
",0.0,0.0
"В ходе обсуждения депутат Госдумы назвал потомственную ведьму лгуньей, мошенницей или сумасшедшей. Пожалуй, это первый случай, когда я согласен с этим рыжим клоуном.
",1.0,0.0
"А я дочитать не смог, свернул где мерзотные фото начались!
",1.0,0.0
"Работал на строительстве нефтеперекачивающей станции в тундре. Нефтепровод закончили делать, а принимающие емкости были готовы только на бумаге. Поэтому нефть прогнали по нефтепроводу и вылили в тундре несколько тысяч тонн.
",0.0,0.0
"Правильно говоришь. Это и есть система. Все должно быть. Но в меру. Мера определяется теми, кто занимается системой.",0.0,0.0
"Тюю, у меня подруга на чистку камня ходит раз в полгода за 5 тыс.грн. Мне лечение 3 зубов (2 неглубоких кариеса и 1 такой себе), реставрация депульпированного зуба (отбелили немного стенки) и чистка обошлись в 4 тысячи, причем клиника очень даже неплохая. Наверное. Впечатление хорошее производит и внешне, и врачи хорошие, четко рассказывают что, как и зачем, снимки до, во время и после лечения.
",0.0,0.0
"Шизофазия (речевая разорванность) симптом психических расстройств, выражающийся в нарушении структуры речи, при которой, в отличие от речевой бессвязности (потока несвязанных слов), фразы строятся правильно 1 , однако не несут никакой смысловой нагрузки, а содержание речи соответствует содержанию бреда 2 . Это расстройство речи отражает разорванность мышления пациентов 3 . Это расстройство характерно прежде всего для шизофрении. Понятие шизофазии было введено Э. Крепелином в 1913 году и некоторое время она считалась особой формой шизофрении 4 . Некоторые авторы даже выделяют отдельную форму шизофрении с таким названием 3 . Для шизофазии характерна повышенная речевая активность, речевой напор, а также симптом монолога , характеризующийся речевой неистощимостью и отсутствием потребности в собеседнике 4 . Как правило, этот симптом сочетается с внешней упорядоченностью, доступностью для общения и относительной интеллектуальной и аффективной сохранностью больных 4 . Отличительной чертой шизофазии считаются преимущественная продукция морфемных словообразований и глоссоманиакальных высказываний 5 . Помимо параноидной формы шизофрении 4 она может возникать при тяжёлом слабоумии 6 .
",0.0,0.0
"Люблю этот момент в фильме Елки-палки о смысле жизни:
",0.0,1.0
"Шлюха. Это парад шлюх.
",1.0,0.0
"И за них будут совершенно разные наказания. Зачем придираться к формулировкам? Они не просто так сформулированны именно так. Важен только срок за наказание.
",0.0,0.0
"представляю как засран двор надо не про сопровождение предупреждать а за мины .
",0.0,0.0
"Бесплатно конечно хорошо ,но будет ли комфортно
",0.0,0.0
"Це Святоукры, они в подтверждение своей самобытности и индивидуальности скоро в костюмах Адама и Евы будут ходить. Абы не як у москалей.
",1.0,0.0
"Скудоумие это свойство личности проявлять умственную ограниченность. И где здесь обзывание?
",1.0,0.0
"лол. ты не понимаешь, как это работает.
",1.0,1.0
"азиатские обезьяны Извинись гайдзин
",1.0,1.0
"блин как трудно найти электрика диагноста ...который не только сигнализации ставит...официалы пиписки.
",0.0,0.0
"странно, что Гуру до сих пор не обзавёлся личным гербом или хотя бы монограммой. Как это не обзавелся? вот и герб и монограмма
",0.0,0.0
"Зачем Героев предлагать? Я, например, до сих пор играю с другом партию, которую начал лет 6-7 назад
",0.0,0.0
"Да, погода в горах может меняться очень быстро!",0.0,0.0
"от наркоза память отшибает же
",1.0,1.0
"Если отлетает сам бетон то нет. Если же стена останется целой то с бетонконтактом понадежнее будет.
",0.0,0.0
"И как могли TaleSpin перевести как Крутое пике ? Поломанное детство.,
",0.0,0.0
"Все из вашей деревни умеют экселем пользоваться, вордом? Или как у уральских пельменей все происходит? Нубук, мыло хозяйственное и так далее? Современный мир уже невозможен без компьютеров и технологий, и те кто свинец в костре до сих пор плавят, выглядят дикарями. Могли б и ардуинку с датчиками приделать, еще б чего нибудь успели б сделать
",1.0,0.0
"тут чуть ниже на пару постов есть про удар ферзем в туза
",1.0,0.0
"Как минимум по сумме заслуг, это должен был быть Маэстро
",0.0,0.0
"а чё, возврат денег нельзя сделать что ли?
",0.0,0.0
"Только хотел спросить, что за завалы. Ебать хреновые в Рашке плотники
",1.0,1.0
"сетовать на фальсификацию истории, что является лакмусовой бумажкой графомана за бюджетные средства Так вот оно что. Я давно подозревал, что Ебжен сидит на зарплате Кремля - и тут такое доказательство. Браво!
",1.0,0.0
"Это сахар с медом а не чистый мед
",0.0,0.0
"кто минусит? ПДН? ОПЕКА? Что правда глаза колет?
",1.0,0.0
"оооо !! выложу на Пикабу какая страшная угроза ..
",1.0,1.0
"Лахтобляди совсем ебанулись. Скоро все подряд страны будут перефорсивать на Пидорашку.
",1.0,0.0
"написал хуйню и съехал не дефолтное сначала добейся . сначала головой подумай
",1.0,0.0
"Не задавались целью. Первоначальный взнос не важен. Можно найти выходы. Серых схем хватает. Просто будете платить много лет и не дёшево. Но все лучше за свое, чем сейчас платить арендодателю
",0.0,0.0
"Сед бат тру, антоша. Прежний Хиккан давно уже умер, а может его не было совсем. Просто мы все наивные дурачки, повелись на образ за которым прятался типичный Ероха.
",1.0,0.0
США так и делали во время 2-й мировой... обогатились хорошо,0.0,0.0
"Я не знаю, что там по идее, а по закону можно подать иск и взыскать долг даже через 20 лет, если ответчик не заявит о пропуске срока давности
",0.0,0.0
"Нет, я не считаю себя безмозглым хомячком-защитником, просто ты настолько очевидно оскорбляешь, что даже твоя мамка это поймет.
",1.0,1.0
"Все правильно сказал, нужно истребить белых расистов с рождения, они расисты по праву рождения.
",1.0,0.0
"За 1000 рублей? В столице? И сколько по вашему?
",0.0,0.0
"Стартер с аннигиляционной баркой(4000р) 8 красок и 2 проливки( 2600р) грунт, клей, нож и остальное по мелочи( 2000р), итого где-то 8600р
",0.0,0.0
"Бог ты мой... 2000-й... как сладок был мой первый интернет...
",1.0,1.0
"Нет, просто там французский сыр.
",0.0,0.0
"Нифига ты глазастый! И правда заточка осталась на асфальте.
",1.0,1.0
"Массовая, та что продается почти повсюду, тоже требует напиллинга. Но даже с ним потолок буде достигнут за пару лет. Зачем покупать вещь, которую точно знаешь что придется менять? Лучше сразу выбрать хорошую годную вещь. По деньгам разница не принципиальная.
",0.0,0.0
"Ну, по-моему, первый сезон Побега шикарен, постоянно держит в напряжении, а дальше уже пошел лютый бред",0.0,0.0
"Самые лютые бандеривци тоже почему-то Канаду украинушке предпочитают.
",1.0,0.0
"Отписался от долбоеба, все подписки засрал дебил блять
",1.0,1.0
"Зачем Пидорошенко взрывает хохлов?
",1.0,1.0
"Судя по всему, моя ситуация происходила чуточку позже, в окрестностях апреля-мая 2017-го. Возможно, что-то поменялось.
",0.0,0.0
"Вы правы, и ничего плохого в этом нет, но конкретно этот комикс автор распространяет платно. Дёшево, но тем не менее не выкладывает в открытый доступ.
",0.0,0.0
"Оплачиваю шиномонтаж по карте. 99.9 операций - по карте. Город - далеко не Москва, север
",0.0,0.0
"Алло, дорогой, только что по радио передали, что один придурок прет по встречке. Будь осторожнее. Один??? Да их тут сотни!
",0.0,0.0
"Я с 92го, если б у меня были на данный момент дети и они б начали вякать мол свободные 90е, я б уехала с ними в максимально глухую деревню без интернета и телефонов, зато с кучей алкашей и безработных на улицах и заставила б прожить на 500рублей 3 месяца. Мне то привычно, у меня в таком духе детство прошло, а для них пример детства в свободной России. Свободное выживание.
",0.0,0.0
"смотрите, националистов, хачей, у меня, честно, свою страну, ололо, по щщам. Когда европейца, мусульман, нет, здоровая человека - араба за прав, поправьте. Поправил.
",1.0,0.0
"Ласковым и Нежным, будет ЛЮБИТЬ! Средней наташке это нахуй не надо. Она хочет пить мочу турка, вылизывать подошвы Ашоту и получать пиздюлей от васяна. Крепостная порода же.
",1.0,0.0
"интересно как раз, как они внутри заложены
",0.0,0.0
"Посидев в трусах при нуле градусов ты тоже не долго протянешь.
",1.0,1.0
"Даже если эта история полностью выдумана, вполне имеет право на существование, - ситуация то самая что ни на есть жизненная. Думаю многие в подобной ситуации оказывались.
",0.0,0.0
"Такой битвы за 20 баксов я ещё не видел.
",0.0,0.0
"Картинка прямо 1 в 1 из моего сна. Часто такие сны снятся. Лестницы без перил с провалами очень узкие с наклонными ступенями. И мне всегда нужно наверх
",0.0,0.0
"Боже , и ты потратил свое время в граф редакторе что бы это слелать ,какая же у тебя жалкая жизнь ,раз ты тратишь воемя на такое
",1.0,1.0
"Вот читаю часто подобные воспоминания об увеличении груди и думаю почему меня миновала сия чаша? Вес не набрала, сиськи не выросли. И даже беременная не страдала принеси то не знаю что . Обидно даже, ненормальная какая-то я как будто ((",0.0,0.0
"Зато сейчас ни у талибов, ни у пендосов этот номер больше не пройдет - ибо китайцы под себя тему взяли, натуральным опиатам дорогу перекрыли, как они это умеют - и свою синтетику по всему континенту двигают. Для того и свой Шелковый путь замутили.
",1.0,0.0
"ну по поводу акций тех же, где мясо дешевле и что я лучше кредит закрою, чем куда-то поеду, я вот об этих вещах
",0.0,0.0
"на такую...девушку ещё Тополя переводить! дорого слишком.
",0.0,0.0
"А мне очень понравился выпуск про КиШа, очень отмосферный
",0.0,0.0
"А это - карго вентиляция, кмк потому что на выходе: получается индивидуальная система горячего водоснабжения; отдельно вентиляция с рекуперацией; отдельно очень независимое кондиционирование. И главное - это дешевле обслуживать: одного R22 насколько меньше надо при ежегодном обслуживании! И работать с водой проще - утечка хладогента не размораживает всю систему, обнаруживается по факту и фанкойлы так то дешевы. Так же снижаем стоимость владения на промывке площади радиаторов (ежегодно), применении спецтехники и промальпе, плюс автоматика Danfoss частично позволяет реализовывать наглядное обнаружение проблем в фреоновом контуре, частотники идут по умолчанию и при низкой нагрузке чиллер не молотит как дурной. Один профит и только. Своя котельная с насосным парком - горячая вода 24 7. Ещё профит. Сюда бы дизельку на полмегаватта на освещение и вентиляцию с отоплением и вообще можно уйти в автономку.
",0.0,0.0
"На днях купил какому-то школьнику-студенту (выглядящему не младше меня) энергетик в магните, потому что он не мог. Нихуя себе ребенок, ему было лет 16-18, разве это не пик здоровья? Зато деду легко можно продать, а потом его ошметки будут по всему городу собирать.
",0.0,0.0
"Я на механике последний раз в 2014 году ездил, сейчас бы тоже не смог уехать.
",0.0,0.0
Они только извиняться могут.,1.0,1.0
"Год обучения в среднем стоит 40к.
",0.0,0.0
"Разрекламировали эти станки, а кому они реально нужны? Кассета стоит 300-400р и побриться нормально можно 1-2 раза, тут придётся выбирать: либо не подавать вида и бриться терпя боль, либо на бритьё тратить 100-300р за кассеты. Мне бы подарили за те же деньги несколько упаковок хороших одноразовых бритв Bic, я бы больше обрадовался. У меня несколько лет валяется Gillet Fusion, подарок, может, красивый, но бесполезный и дорогой. Если только мужик не настолько богат, чтобы покупать каждый раз кассету, но тогда и бритву дарить как-то глупо.
",0.0,0.0
"Покупал гречишный мёд - банка 3л - 1500руб. (Мск.).
",0.0,1.0
"Твою женушку за это могут набутылить петух
",1.0,0.0
"Молодцы, сложно на обычном рояле и скрипке играть. На ситезаторе вообще можно такое вытворять, эмитация электрогитары итд. Несколько примеров.
",0.0,0.0
"А зачем тогда ДС эта обуза? Зачем ему регионы, если бы без них он только выиграл? Потому что жители ДС ответственные люди и не могут бросить на произвол судьбы жителей провинции. Люди в регионах банально погибнут без дотаций Москвы.
",0.0,0.0
"готовься к санкциям Не проецируй, пидораха. Разрыва контракта не будет, русня, платит - значит заебись.",1.0,0.0
"засрал Дюнкерк , НИ ПРА ДИДОВ, ДАЙТИ ДИДОВ ? ну кажити иму шо нолан - гений! А если ему не нравится манера съёмки, так он просто ВАТНИК И ПИДАРАХА! если вам не нравятся 28 панфиловцев я щас просто сделаю вид, что не знаю о том, что ему этот фильм самому не понравился
",1.0,0.0
"если бы не было смысла, то тогда бы не подделывали
",0.0,0.0
"оно у него в кобуре а не в руках еслиб он бегал и размахивал им его бы так же пристрелили
",1.0,1.0
"Надо тоже замутить переход по mnp. Только с Мегафона. А то 500 руб что им плачу мне кажется слишком дохуя.
",0.0,0.0
"он и показал на руке, ебанутые бабы, все им не так
",1.0,1.0
"Господе! Какая же жиза. Взял годовой абонемент и ходил в общей сложности месяца 3...хотя ранее был 3-х летний стаж и даже разряд по ПЛ. Что-то вот переклинило и все тут
",0.0,0.0
"И эти люди ещё учат меня не ссать в тапки!
",1.0,0.0
"Не быть ТС богом маркетинга, даже локацию не указали в объявке Заберу за 5 у.е., если Молодечно
",0.0,0.0
"Ну хз. 35-40 и больше вполне реально иметь в крупном городе. Кроме того, это средняя, а не медианная.
",0.0,0.0
"Ну так ведь ремонтируют бампера на авто и довольно таки не плохо получается, чем тут иное?
",0.0,0.0
"в новокузнецком Пусть радуется, что не заточкой получил в этой криминальной наркопараше.
",1.0,0.0
"На Алиэкспрессе. Хотя в последние полгода завязал там покупать. Жульничество в каждом втором заказе. Еще года назад ничего такого не было. Платишь за трек - получаешь трек, а не левый трек с доставкой Янвенем и последующим спором. Споров за пару месяцев было больше, чем за предыдущие пять лет.
",0.0,0.0
"Пока есть кто готов идти на эти деньги работать, зарплату никто не подымет
",0.0,0.0
"Мне одному не интересны петушиные бои?
",1.0,0.0
"А страховка по-твоему как должна работать? Смысл любых страховок (хоть здоровья, хоть имущества, хоть ответственности) как раз в том и есть, что платят все по-немногу, а пользуются не все
",0.0,0.0
"Ну паспортные данные они могут найти если постараются, я лет 5 назад стационарным телефоном пользовался, наверняка у них где-нибудь есть архив по старым клиентам.
",0.0,0.0
"Из обсуждения в интернете чей Крым, ничего не решится, просто очередной диванный срач, зачем это? Тут я захожу про бабулек мошеников в банке в сговоре с сотовыми операторами читать, а вы блять со своей политикой, мне пох чей Крым! Это только Крымчан волнует, мне от того что Крым Украинский или России не жарко и не холодно.
",0.0,0.0
"Я бы ещё попробовала на индексацию денежных сумм подать. К счастью, не пригодилось- удалось пристава взбодрить походом к начальнику, и через неделю деньги на карту упали .
",0.0,0.0
"Удачи на демо экзамене парень) сам на worlskills межотраслевой 4 раза гонял от ОАК,один раз даже на Hi tech пробился)
",0.0,0.0
"Ты реально дурачек если всерьез думаешь что валакас валера пэниски хуиски и т.д. это не интернет образы и что он такой же ирл. Он и не скрывает что он Денчик, это все часть шоу для развлечения и все это понимают, но он нормис. Если в рэале к нему подойти то думаю он с юморком относится. А рапич аутяра и реально бычит когда к нему зрители подходят, потому что в случае с ним это не образ для стримов, он и в реальной жизни такой же долбаеб.
",1.0,0.0
"А чему сострадать? Шлюха получила по заслугам и заебись.
",1.0,0.0
"Виртуализация на KVM вообще стоит ровно столько, сколько стоит железо, на котором это все будет жить. И не стоит принимать все на свой счет, не вижу никакого хамства в том, что бывают компании, где админы на птичьих правах живут.
",0.0,0.0
"Верните мне нормальную советскую медицину, я жить хочу.
",0.0,1.0
"брал пылесос за 11990 телка интересное название валюты какой курс к рублю на данный момент?
",0.0,1.0
"Тут не спорю. Учитывая рост цен у всех операторов, это не удивительно. Может, ещё за счёт микромошенничества в виде платных услуг подработали.
",0.0,0.0
"Ну вот например двое с военкафом не смогли отказаться. Сейчас не помню какой статьей тогда оперировали. И не смогут пока военнообязанные. Может в последнее время этот момент облегчили. Налоговая? Пфф. Штраф за парковку и тоже отказ. Еще был момент. Вроде даже бумага отказная на руках. Спустя 8 лет узнали что нихера то он не лишен гражданства. Какой то штраф выплыл, и на основании этого не отменили по итогу. А человек уже и на посольство давно забил.
",0.0,0.0
